YEAR_NBR,GENDER_CD,AGE_GROUP_CD,UC_NIV1,UC_NIV2,UC_NIV3,UC_NIV4,UC_CD,TOT_DEATHS_AMT,STD_DEATHS_NBR
2023,2,90,M00-M99: ziekten van botspierstelsel en bindweefsel,M80-M94: osteopathieën en chondropathieën,M84: afwijkingen in continuïteit van bot,"M844: pathologische fractuur, niet elders geclassificeerd",M844,2,0.036
2023,1,65,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X64: opzettelijke auto-intoxicatie door en opzettelijke blootstelling aan overige en niet gespecificeerde geneesmiddelen en biologische stoffen,,X64,4,0.11
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,I00-I02: acuut reuma,I01: acuut reuma met hartaandoening,I011: acute reumatische endocarditis,I011,2,0.052
2023,2,85,M00-M99: ziekten van botspierstelsel en bindweefsel,M60-M79: aandoeningen van weke delen,M62: overige aandoeningen van spier,"M629: aandoening van spier, niet gespecificeerd",M629,1,0.018
2023,2,90,H00-H59: ziekten van oog en adnexen,H53-H54: visuele stoornissen en blindheid,H54: blindheid en slechtziendheid,H549: niet gespecificeerde slechtziendheid (van beide ogen),H549,1,0.0184
2023,2,70,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J15: bacteriële pneumonie, niet elders geclassificeerd",J155: pneumonie door escherichia coli,J155,1,0.03
2023,2,75,M00-M99: ziekten van botspierstelsel en bindweefsel,M60-M79: aandoeningen van weke delen,M60: myositis,"M609: myositis, niet gespecificeerd",M609,1,0.028
2023,2,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W67: verdrinking en onderdompeling tijdens baden in zwembad,,W67,1,0.024
2023,1,50,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C32: maligne neoplasma van larynx,C320: glottis,C320,1,0.028
2023,2,95,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,"G31: overige degeneratieve ziekten van zenuwstelsel, niet elders geclassificeerd",G318: overige gespecificeerde degeneratieve ziekten van zenuwstelsel,G318,1,0.0164
2023,1,70,N00-N99: ziekten van urogenitaal stelsel,N25-N29: overige aandoeningen van nier en ureter,N28: overige niet elders geclassificeerde aandoeningen van nier en ureter,"N281: cyste van nier, verworven",N281,1,0.03
2023,1,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,"X73: opzettelijk zichzelf schade toebrengen door schot van buks, geweer en zwaarder vuurwapen",,X73,1,0.0285
2023,2,90,M00-M99: ziekten van botspierstelsel en bindweefsel,M30-M36: systeemziekten van bindweefsel,M35: overige systeemziekten van bindweefsel,"M359: systeemziekte van bindweefsel, niet gespecificeerd",M359,1,0.0184
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K62: overige ziekten van anus en rectum,K624: stenose van anus en rectum,K624,1,0.028
2023,2,65,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I72: overige aneurysmata,I729: aneurysma van niet gespecificeerde lokalisatie,I729,1,0.0275
2023,2,40,G00-G99: ziekten van zenuwstelsel,G70-G73: ziekten van neuromusculaire overgang en spieren,G71: primaire spieraandoeningen,G711: myotone aandoeningen,G711,1,0.035
2023,2,80,K00-K93: ziekten van spijsverteringsstelsel,K35-K38: ziekten van appendix,K35: acute appendicitis,K352: acute appendicitis met veralgemeende peritonitis,K352,1,0.0225
2023,2,60,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q00-Q07: congenitale misvormingen van zenuwstelsel,Q07: overige congenitale misvormingen van zenuwstelsel,Q070: syndroom van arnold-chiari,Q070,1,0.024
2023,1,25,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W31: contact met overige en niet gespecificeerde machines,,W31,1,0.03
2023,2,45,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q80-Q89: overige congenitale misvormingen,"Q85: facomatosen, niet elders geclassificeerd","Q858: overige gespecificeerde facomatosen, niet elders geclassificeerd",Q858,1,0.035
2023,2,95,G00-G99: ziekten van zenuwstelsel,G80-G83: cerebrale paralyse en overige paralytische syndromen,G83: overige paralytische syndromen,"G839: paralytisch syndroom, niet gespecificeerd",G839,1,0.0164
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C25: maligne neoplasma van pancreas,C252: cauda van pancreas,C252,1,0.028
2023,2,35,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,D55-D59: hemolytische anemieën,D57: sikkelcelaandoeningen,D571: sikkelcelanemie zonder crisis,D571,1,0.035
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C74: maligne neoplasma van bijnier,C741: bijniermerg [medulla],C741,1,0.028
2023,1,60,J00-J99: ziekten van ademhalingsstelsel,J95-J99: overige aandoeningen van ademhalingsstelsel,J98: overige respiratoire aandoeningen,J981: longcollaps,J981,1,0.024
2023,1,30,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,"W13: val van, uit of door gebouw of bouwwerk",,W13,1,0.0325
2023,2,40,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E70-E90: stofwisselingsstoornissen,"E87: overige stoornissen van vocht-, elektrolyten- en zuur-base-evenwicht","E878: overige stoornissen van elektrolyten- en vochtbalans, niet elders geclassificeerd",E878,1,0.035
2023,2,50,I00-I99: ziekten van hart en vaatstelsel,"I80-I89: ziekten van venen, lymfevaten en lymfeklieren, niet elders geclassificeerd",I80: flebitis en tromboflebitis,I802: flebitis en tromboflebitis van overige diepe venen van onderste extremiteiten,I802,1,0.028
2023,2,80,C00-D48: nieuwvormingen,D10-D36: benigne neoplasmata,D16: benigne neoplasma van bot en gewrichtskraakbeen,"D169: bot en gewrichtskraakbeen, niet gespecificeerd",D169,1,0.0225
2023,1,70,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R95-R99: onvolledig omschreven en onbekende oorzaken van sterfte,R99: overige slecht omschreven en niet gespecificeerde oorzaken van sterfte,,R99,45,1.37
2023,2,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,"X70: opzettelijk zichzelf schade toebrengen door ophanging, wurging en verstikking",,X70,10,0.264
2023,2,80,A00-B99: infectieziekten en parasitaire aandoeningen,A00-A09: intestinale infecties,A04: overige bacteriële intestinale infecties,A045: enteritis door campylobacter,A045,1,0.0225
2023,1,40,F00-F99: psychische stoornissen en gedragsstoornissen,F10-F19: psychische stoornissen en gedragsstoornissen door gebruik van psychoactieve middelen,"F15: psychische stoornissen en gedragsstoornissen door gebruik van andere stimulantia, inclusief cafeïne","F151: psychische stoornissen en gedragsstoornissen door gebruik van andere stimulantia, inclusief cafeïne, schadelijk gebruik",F151,1,0.035
2023,1,95,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J181: lobaire pneumonie, niet gespecificeerd",J181,1,0.0504
2023,2,35,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,"C719: hersenen, niet gespecificeerd",C719,1,0.035
2023,2,95,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I24: overige acute ischemische hartziekten,"I249: acute ischemische hartziekte, niet gespecificeerd",I249,4,0.0652
2023,1,60,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,G30: ziekte van alzheimer,G300: vroeg optredende ziekte van alzheimer,G300,5,0.132
2023,2,70,K00-K93: ziekten van spijsverteringsstelsel,"K20-K31: ziekten van slokdarm, maag en duodenum",K31: overige ziekten van maag en duodenum,"K319: ziekte van maag en duodenum, niet gespecificeerd",K319,2,0.055
2023,2,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C92: myeloïde leukemie,C920: acute myeloblastenleukemie (aml),C920,3,0.0845
2023,1,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C25: maligne neoplasma van pancreas,"C259: pancreas, niet gespecificeerd",C259,8,0.266
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C15: maligne neoplasma van oesofagus,"C159: oesofagus, niet gespecificeerd",C159,24,0.64
2023,2,95,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K80: cholelithiasis,K801: galblaassteen met overige cholecystitis,K801,2,0.0326
2023,1,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C14: maligne neoplasma van overige en slecht omschreven lokalisaties van lip, mond- en keelholte","C140: farynx, niet gespecificeerd",C140,4,0.111
2023,1,80,G00-G99: ziekten van zenuwstelsel,G20-G26: extrapiramidale aandoeningen en aandoeningen met abnormale bewegingen,G21: secundair parkinsonisme,G214: vasculair parkinsonisme,G214,2,0.06
2023,2,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X71: opzettelijk zichzelf schade toebrengen door verdrinking en onderdompeling,,X71,1,0.018
2023,2,70,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D37: neoplasma met onzeker of onbekend gedrag van mondholte en tractus digestivus,"D370: lip, mondholte en farynx",D370,1,0.03
2023,1,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C19: maligne neoplasma van overgang van sigmoïd in rectum,,C19,1,0.035
2023,1,45,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,"X70: opzettelijk zichzelf schade toebrengen door ophanging, wurging en verstikking",,X70,55,1.827
2023,1,95,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W19: niet gespecificeerde val,,W19,33,1.6624
2023,2,55,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,K70: alcoholische leverziekte,K703: alcoholische levercirrose,K703,18,0.494
2023,1,70,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I50: hartdecompensatie,I501: linker-ventrikeldecompensatie,I501,14,0.425
2023,1,40,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,9,0.287
2023,1,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D37: neoplasma met onzeker of onbekend gedrag van mondholte en tractus digestivus,D374: colon,D374,6,0.2304
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,"I619: intracerebrale bloeding, niet gespecificeerd",I619,16,0.451
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C83: niet-folliculair lymfoom,C833: diffuus grootcellig b-cel-lymfoom,C833,4,0.12
2023,1,80,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A46: erysipelas,,A46,4,0.1225
2023,2,40,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,K74: leverfibrose en levercirrose,K746: overige gespecificeerde en niet gespecificeerde levercirrose,K746,2,0.063
2023,2,95,K00-K93: ziekten van spijsverteringsstelsel,"K20-K31: ziekten van slokdarm, maag en duodenum","K27: ulcus pepticum, lokalisatie niet gespecificeerd","K275: ulcus pepticum, lokalisatie niet gespecificeerd, chronisch of niet gespecificeerd met perforatie",K275,1,0.0164
2023,2,20,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I50: hartdecompensatie,I501: linker-ventrikeldecompensatie,I501,1,0.03
2023,1,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X80: opzettelijk zichzelf schade toebrengen door sprong van hooggelegen plaats,,X80,1,0.024
2023,1,95,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I71: aneurysma en dissectie van aorta,"I718: aneurysma van niet gespecificeerd deel van aorta, met ruptuur",I718,1,0.0504
2023,1,85,J00-J99: ziekten van ademhalingsstelsel,J85-J86: etterige en necrotische aandoeningen van onderste luchtwegen,J85: abces van long en mediastinum,J851: longabces met pneumonie,J851,1,0.0285
2023,2,65,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R04: bloeding uit luchtwegen,R042: hemoptoe,R042,1,0.0275
2023,2,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C17: maligne neoplasma van dunne darm,C171: jejunum,C171,1,0.035
2023,1,55,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X84: opzettelijk zichzelf schade toebrengen door niet gespecificeerd middel,,X84,1,0.026
2023,2,85,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,M06: overige reumatoïde artritis,"M069: reumatoïde artritis, niet gespecificeerd",M069,5,0.0885
2023,1,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W19: niet gespecificeerde val,,W19,120,3.3465
2023,1,55,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I50: hartdecompensatie,"I509: hartdecompensatie, niet gespecificeerd",I509,10,0.2665
2023,2,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C67: maligne neoplasma van blaas,"C679: blaas, niet gespecificeerd",C679,30,0.528
2023,1,80,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N19: niet gespecificeerde nierinsufficiëntie,,N19,33,1
2023,2,95,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X30: blootstelling aan extreme natuurlijke hitte,,X30,3,0.049
2023,1,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X599: blootstelling aan niet gespecificeerde factor - niet gespecificeerde plaats,X599,17,0.515
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C26: maligne neoplasma van overige en slecht omschreven delen van spijsverteringsstelsel,"C260: tractus intestinalis, deel niet gespecificeerd",C260,6,0.17
2023,1,40,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y15: vergiftiging door en blootstelling aan alcohol - opzet niet bepaald,,Y15,3,0.098
2023,1,80,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,R54: seniliteit,,R54,21,0.6375
2023,2,90,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K57: divertikelziekte,"K579: divertikelziekte van darm, deel niet gespecificeerd, zonder perforatie of abces",K579,6,0.1088
2023,2,70,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd",R570: cardiogene shock,R570,2,0.055
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C02: maligne neoplasma van overige en niet gespecificeerde delen van tong,"C029: tong, niet gespecificeerd",C029,1,0.03
2023,1,95,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D41: neoplasma met onzeker of onbekend gedrag van nier en urinewegen,D410: nier,D410,1,0.0504
2023,2,70,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,G938: overige gespecificeerde hersenaandoeningen,G938,1,0.03
2023,1,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C60: maligne neoplasma van penis,"C609: penis, niet gespecificeerd",C609,1,0.0504
2023,2,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C68: maligne neoplasma van overige en niet gespecificeerde delen van nier en urinewegen,"C689: nier en urinewegen, niet gespecificeerd",C689,2,0.0326
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K63: overige darmziekten,"K639: darmziekte, niet gespecificeerd",K639,1,0.028
2023,1,60,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K81: cholecystitis,"K819: cholecystitis, niet gespecificeerd",K819,1,0.024
2023,1,75,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J181: lobaire pneumonie, niet gespecificeerd",J181,1,0.032
2023,2,95,G00-G99: ziekten van zenuwstelsel,G40-G47: aandoeningen met episodisch en paroxysmaal verloop,G41: status epilepticus,"G419: status epilepticus, niet gespecificeerd",G419,1,0.0164
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C34: maligne neoplasma van bronchus en long,"C343: onderkwab, bronchus of long",C343,2,0.052
2023,2,65,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D37: neoplasma met onzeker of onbekend gedrag van mondholte en tractus digestivus,"D370: lip, mondholte en farynx",D370,1,0.0275
2023,1,60,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C05: maligne neoplasma van gehemelte,C051: zacht gehemelte,C051,1,0.024
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C25: maligne neoplasma van pancreas,C250: pancreaskop,C250,4,0.1536
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I42: cardiomyopathie,"I429: cardiomyopathie, niet gespecificeerd",I429,19,0.3345
2023,1,70,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W19: niet gespecificeerde val,,W19,35,1.065
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I518: overige slecht omschreven hartziekten,I518,27,0.474
2023,2,60,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R09: overige symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R092: ademhalingsstilstand,R092,7,0.186
